TITLE,BRAND,MODEL,RAM(GB),ROM(GB),DISPLAY_SIZE(inch),CONNECTIVITY_TYPE,REAR_CAMERA(MP),FRONT_CAMERA(MP),BATTERY(mAh),VERSION,WARRENTY,RATINGS,REVIEWS_COUNT,ORIGINAL_PRICE(INR),FINAL_PRICE(INR),DISCOUNT_PERCENT,EXCHANGE_DISCOUNT_PRICE(INR)
samsung galaxy tab s10 fe+ 12 gb ram 256 gb rom 13.1 inch with wi-fi only gaming tablet (silver),samsung,galaxy tab s10 fe+,12,256,13.1,wi-fi only,12.0,12.0,10090,android,1,4.6,7,75999,75999,0,42600
apple ipad mini (2019) 256 gb rom 7.9 inch with 4g (space grey),apple,unknown,4,256,7.9,wi-fi+sim,8.0,7.0,7100,ios,1,4.6,796,59900,57939,3,0
apple ipad air (5th gen) 64 gb rom 10.9 inch with wi-fi only (blue),apple,unknown,4,64,10.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,246,54900,54900,0,0
brighteureka beu 10 full set 4 gb ram 64 gb rom 10.1 inch with wi-fi+4g tablet (grey),brighteureka,beu 10 full set,4,64,10.1,wi-fi+sim,13.0,5.0,5020,android,2,4.6,0,34999,17999,48,0
apple ipad mini (2019) 64 gb rom 7.9 inch with 4g (space grey),apple,unknown,4,64,7.9,wi-fi+sim,8.0,7.0,7100,ios,1,4.6,796,45900,45900,0,0
apple ipad mini (2019) 256 gb rom 7.9 inch with wi-fi only (space grey),apple,unknown,4,256,7.9,wi-fi only,8.0,7.0,7100,ios,1,4.6,796,48900,48900,0,37300
apple ipad mini (6th gen) 64 gb rom 8.3 inch with wi-fi only (purple),apple,unknown,4,64,8.3,wi-fi only,12.0,12.0,7100,ios,1,4.6,95,49900,47489,4,35000
"wishtel ira t1015 dual sim, 7000mah with accessories (flip-cover, earphone, otg cable) 3 gb ram 32 gb ...",wishtel,"ira t1015 dual sim, 7000mah with accessories (flip-cover, earphone, otg cable)",3,32,10.0,wi-fi+sim,8.0,12.0,7100,unknown,0,4.6,0,16999,13113,22,0
lenovo tab 4 10 plus 3 gb ram 16 gb rom 10.1 inch with 4g tablet (aurora black),lenovo,tab 4 10 plus,3,16,10.1,wi-fi+sim,8.0,5.0,7000,android,1,4.3,182,27000,27000,0,0
apple ipad mini (6th gen) 64 gb rom 8.3 inch with wi-fi+5g (purple),apple,unknown,4,64,8.3,wi-fi+sim,12.0,12.0,7100,ios,1,4.6,95,64900,61759,4,0
apple ipad air (4th gen) 64 gb rom 10.9 inch with 4g (green),apple,unknown,4,64,10.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,640,66900,66900,0,0
apple 2025 ipad air (m3) 1 tb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.5,14,124900,118849,4,0
"wishtel ira t803 dual sim, 5500mah with accessories (flip-cover, earphone, otg cable) 3 gb ram 32 gb r...",wishtel,"ira t803 dual sim, 5500mah with accessories (flip-cover, earphone, otg cable)",3,32,8.0,wi-fi+sim,8.0,12.0,7100,unknown,0,4.6,0,14999,11149,25,0
samsung galaxy tab s11 ultra 12 gb ram 512 gb rom 14.6 inch with wi-fi+5g gaming tablet (silver),samsung,galaxy tab s11 ultra,12,512,14.6,wi-fi+sim,13.0,12.0,11600,android,1,4.4,2,147999,135999,8,42600
apple 2022 ipad pro (4th gen) 1 tb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.7,71,164900,123759,24,42600
samsung galaxy tab s11 12 gb ram 256 gb rom 11.0 inch with wi-fi only gaming tablet (silver),samsung,galaxy tab s11,12,256,11.0,wi-fi only,13.0,12.0,8400,android,1,4.8,0,102999,85999,16,0
apple 2022 ipad pro (4th gen) 2 tb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.7,71,204900,169679,17,42600
apple 2025 ipad air (m3) 1 tb rom 13.0 inch with wi-fi only (starlight),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ipados,1,4.4,3,129900,123609,4,0
apple ipad mini (2019) 256 gb rom 7.9 inch with 4g (silver),apple,unknown,4,256,7.9,wi-fi+sim,8.0,7.0,7100,ios,1,4.6,796,59900,57939,3,0
apple ipad mini (2019) 64 gb rom 7.9 inch with 4g (gold),apple,unknown,4,64,7.9,wi-fi+sim,8.0,7.0,7100,ios,1,4.6,796,45900,45900,0,0
apple 2024 ipad air (m2) 1 tb rom 11.0 inch with wi-fi+5g (blue),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,50,124900,118859,4,0
apple ipad air (5th gen) 64 gb rom 10.9 inch with wi-fi+5g (purple),apple,unknown,4,64,10.9,wi-fi+sim,12.0,12.0,7100,ipados,1,4.6,246,69900,59799,14,0
samsung galaxy tab s11 12 gb ram 128 gb rom 11.0 inch with wi-fi only gaming tablet (silver),samsung,galaxy tab s11,12,128,11.0,wi-fi only,13.0,12.0,8400,android,1,4.8,0,91999,80999,11,0
apple 2025 ipad air (m3) 1 tb rom 13.0 inch with wi-fi+5g (starlight),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.4,3,144900,137889,4,42600
apple 2025 ipad air (m3) 1 tb rom 13.0 inch with wi-fi only (purple),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ipados,1,4.4,3,129900,123609,4,0
apple 2022 ipad pro (4th gen) 2 tb rom 11.0 inch with wi-fi only (space grey),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,71,189900,133119,29,42600
apple ipad pro 2021 (3rd generation) 16 gb ram 2 tb rom 11 inches with wi-fi only (space grey),apple,ipad pro 2021 (3rd generation),16,128,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,179,170900,162629,4,0
apple ipad mini (2019) 64 gb rom 7.9 inch with 4g (silver),apple,unknown,4,64,7.9,wi-fi+sim,8.0,7.0,7100,ios,1,4.6,796,45900,45900,0,0
acer iconia tab 4 gb ram 64 gb rom 8.7 inch with wi-fi+4g tablet (gold),acer,iconia tab,4,64,8.7,wi-fi+sim,8.0,5.0,5100,android,1,3.6,2,21999,13800,37,0
apple 2024 ipad air (m2) 128 gb rom 11.0 inch with wi-fi only (blue),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,50,59900,56999,4,42600
apple ipad pro 2021 (3rd generation) 16 gb ram 1 tb rom 11 inches with wi-fi+5g (space grey),apple,ipad pro 2021 (3rd generation),16,128,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.7,179,148900,141689,4,0
apple ipad mini (2019) 256 gb rom 7.9 inch with wi-fi only (gold),apple,unknown,4,256,7.9,wi-fi only,8.0,7.0,7100,ios,1,4.6,796,48900,48900,0,0
swipe slate 2 3 gb ram 32 gb rom 10.1 inch with 4g tablet (grey),swipe,slate 2,3,32,10.1,wi-fi+sim,8.0,5.0,5000,android,0,3.1,119,13999,13999,0,0
apple ipad air (4th gen) 256 gb rom 10.9 inch with 4g (space grey),apple,unknown,4,256,10.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,640,80900,76979,4,0
samsung galaxy tab s11 12 gb ram 128 gb rom 11.0 inch with wi-fi only gaming tablet (gray),samsung,galaxy tab s11,12,128,11.0,wi-fi only,13.0,12.0,8400,android,1,4.8,0,91999,80999,11,0
swipe new slate 2 3 gb ram 32 gb rom 10.1 inches with 4g tablet (gold),swipe,new slate 2,3,32,10.1,wi-fi+sim,8.0,5.0,5000,android,0,3.4,117,13999,13999,0,0
apple 2024 ipad air (m2) 1 tb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,50,124900,118859,4,0
"wishtel ira t1021 dual sim, 8000mah with accessories (flip-cover, earphone, otg cable) 4 gb ram 64 gb ...",wishtel,"ira t1021 dual sim, 8000mah with accessories (flip-cover, earphone, otg cable)",4,64,10.0,wi-fi+sim,8.0,12.0,7100,unknown,0,4.6,0,16999,14049,17,0
apple 2024 ipad mini 128 gb rom 8.3 inch with wi-fi only (purple),apple,unknown,4,128,8.3,wi-fi only,12.0,12.0,7100,unknown,0,4.6,12,49900,48990,1,37300
apple 2024 ipad air (m2) 128 gb rom 13.0 inch with wi-fi+5g (blue),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.7,4,94900,90309,4,42600
apple 2024 ipad air (m2) 1 tb rom 13.0 inch with wi-fi+5g (blue),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.7,4,144900,137889,4,0
apple 2024 ipad air (m2) 128 gb rom 11.0 inch with wi-fi only (space grey),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,50,59900,56999,4,42600
apple 2024 ipad air (m2) 128 gb rom 13.0 inch with wi-fi only (blue),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,79900,76029,4,42600
apple 2024 ipad air (m2) 1 tb rom 13.0 inch with wi-fi only (blue),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,129900,123609,4,0
samsung galaxy tab s9 ultra 12 gb ram 256 gb rom 14.6 inch with wi-fi only tablet (graphite),samsung,galaxy tab s9 ultra,12,256,14.6,wi-fi only,13.0,12.0,10090,android,0,4.7,18,121999,121999,0,0
apple 2024 ipad air (m2) 1 tb rom 11.0 inch with wi-fi only (space grey),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,50,109900,104579,4,0
apple 2024 ipad air (m2) 512 gb rom 13.0 inch with wi-fi only (blue),apple,unknown,4,512,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,109900,104579,4,0
apple 2025 ipad air (m3) 128 gb rom 13.0 inch with wi-fi only (space grey),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ipados,1,4.4,3,79900,76029,4,42600
apple 2024 ipad air (m2) 512 gb rom 11.0 inch with wi-fi only (blue),apple,unknown,4,512,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,50,89900,85549,4,0
apple 2024 ipad air (m2) 1 tb rom 13.0 inch with wi-fi only (space grey),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,129900,123609,4,0
apple 2024 ipad air (m2) 1 tb rom 13.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.7,4,144900,137889,4,0
apple ipad pro 2021 (3rd generation) 16 gb ram 2 tb rom 11 inches with wi-fi+5g (space grey),apple,ipad pro 2021 (3rd generation),16,128,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.7,179,184900,175949,4,0
apple 2024 ipad air (m2) 512 gb rom 13.0 inch with wi-fi+5g (space grey),apple,unknown,4,512,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.7,4,124900,118849,4,0
apple 2022 ipad pro (6th gen) 1 tb rom 12.9 inch with wi-fi only (space grey),apple,unknown,4,128,12.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,7,179900,123759,31,42600
"wishtel ira t811 dual sim, 5500mah with accessories (flip-cover, earphone, otg cable) 4 gb ram 64 gb r...",wishtel,"ira t811 dual sim, 5500mah with accessories (flip-cover, earphone, otg cable)",4,64,8.4,wi-fi+sim,8.0,5.0,5500,android,1,4.6,0,18999,12959,31,0
apple 2022 ipad pro (6th gen) 2 tb rom 12.9 inch with wi-fi only (space grey),apple,unknown,4,128,12.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,7,219900,157039,28,0
i kall n18 with wireless bluetooth rechargeable keyboard 4 gb ram 64 gb rom 10 inch with 4g tablet (bl...,i,kall n18 with wireless bluetooth rechargeable keyboard,4,64,10.0,wi-fi+sim,13.0,8.0,6000,android,1,3.4,0,11999,9899,17,0
apple 2022 ipad pro (6th gen) 1 tb rom 12.9 inch with wi-fi+5g (space grey),apple,unknown,4,128,12.9,wi-fi+sim,12.0,12.0,7100,ipados,1,4.6,7,194900,163059,16,42600
apple 2025 ipad air (m3) 512 gb rom 13.0 inch with wi-fi+5g (starlight),apple,unknown,4,512,13.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.4,3,124900,118849,4,0
brighteureka beu 8 lite 4 gb ram 64 gb rom 8 inch with wi-fi+4g tablet (black),brighteureka,beu 8 lite,4,64,8.0,wi-fi+sim,13.0,5.0,5020,android,1,4.6,0,18999,9999,47,0
i kall n18 with wireless bluetooth rechargeable keyboard 4 gb ram 64 gb rom 10 inch with 4g tablet (gr...,i,kall n18 with wireless bluetooth rechargeable keyboard,4,64,10.0,wi-fi+sim,13.0,8.0,6000,android,1,3.4,0,11999,10572,11,0
apple 2024 ipad air (m2) 512 gb rom 13.0 inch with wi-fi only (space grey),apple,unknown,4,512,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,109900,104579,4,0
apple 2024 ipad air (m2) 1 tb rom 11.0 inch with wi-fi+5g (starlight),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,50,124900,118859,4,0
apple ipad pro 2021 (5th generation) 16 gb ram 1 tb rom 12.9 inches with wi-fi only (space grey),apple,ipad pro 2021 (5th generation),16,128,12.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,16,162900,155019,4,0
apple 2022 ipad pro (6th gen) 2 tb rom 12.9 inch with wi-fi+5g (space grey),apple,unknown,4,128,12.9,wi-fi+sim,12.0,12.0,7100,ipados,1,4.6,7,234900,226389,3,42600
apple 2025 ipad air (m3) 128 gb rom 13.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.4,3,94900,90309,4,42600
apple 2024 ipad air (m2) 1 tb rom 11.0 inch with wi-fi only (starlight),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,50,109900,104579,4,0
apple ipad pro 2021 (5th generation) 16 gb ram 2 tb rom 12.9 inches with wi-fi only (space grey),apple,ipad pro 2021 (5th generation),16,128,12.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,16,198900,189269,4,0
apple 2024 ipad air (m2) 1 tb rom 13.0 inch with wi-fi only (starlight),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,129900,123609,4,0
apple 2024 ipad air (m2) 128 gb rom 13.0 inch with wi-fi only (starlight),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,79900,76029,4,42600
apple 2024 ipad air (m2) 512 gb rom 13.0 inch with wi-fi+5g (starlight),apple,unknown,4,512,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.7,4,124900,118859,4,0
apple 2024 ipad air (m2) 512 gb rom 13.0 inch with wi-fi only (starlight),apple,unknown,4,512,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,109900,104579,4,0
lenovo tab p11 pro 6 gb ram 128 gb rom 11.5 inch with 4g tablet (slate grey),lenovo,tab p11 pro,6,128,11.5,wi-fi+sim,13.0,8.0,8600,android,1,4.3,36,60000,40599,32,0
apple 2025 ipad air (m3) 1 tb rom 13.0 inch with wi-fi only (blue),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ipados,1,4.4,3,129900,123609,4,42600
brighteureka beu 4 gb ram 64 gb rom 10.1 inch with wi-fi+4g tablet (grey),brighteureka,beu,4,64,10.1,wi-fi+sim,13.0,5.0,5020,android,2,4.6,0,22999,12899,43,0
brighteureka beu 10 lite 4 gb ram 64 gb rom 10.1 inch with wi-fi+4g tablet (grey),brighteureka,beu 10 lite,4,64,10.1,wi-fi+sim,13.0,12.0,6000,unknown,2,4.6,0,29999,13999,53,0
brighteureka beu 10 ultra pro 4 gb ram 64 gb rom 10.1 inch with wi-fi+4g tablet (grey),brighteureka,beu 10 ultra pro,4,64,10.1,wi-fi+sim,13.0,13.0,6000,android,2,4.6,0,32999,15999,51,0
brighteureka beu 4 gb ram 64 gb rom 8 inch with wi-fi+4g tablet (black),brighteureka,beu,4,64,8.0,wi-fi+sim,13.0,12.0,6000,unknown,2,4.6,0,25999,13999,46,0
apple 2022 ipad pro (6th gen) 512 gb rom 12.9 inch with wi-fi+5g (silver),apple,unknown,4,512,12.9,wi-fi+sim,12.0,12.0,7100,ipados,1,4.6,7,154900,150259,2,0
apple 2024 ipad pro (m4) 1 tb rom 11.0 inch with wi-fi+5g (space black (nano-texture)),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,13,189900,180709,4,0
apple 2024 ipad pro (m4) 1 tb rom 11.0 inch with wi-fi+5g (silver (nano-texture)),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,13,189900,180709,4,42600
apple 2024 ipad pro (m4) 1 tb rom 11.0 inch with wi-fi+5g (silver),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,13,179900,171189,4,42600
apple 2024 ipad pro (m4) 256 gb rom 11.0 inch with wi-fi only (space black),apple,unknown,4,256,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,13,99900,99900,0,42600
apple 2024 ipad pro (m4) 2 tb rom 11.0 inch with wi-fi+5g (space black (nano-texture)),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,13,229900,218769,4,0
apple 2024 ipad pro (m4) 2 tb rom 11.0 inch with wi-fi+5g (space black),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,13,219900,209259,4,0
apple 2024 ipad pro (m4) 2 tb rom 11.0 inch with wi-fi+5g (silver (nano-texture)),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,13,229900,218769,4,0
apple 2024 ipad pro (m4) 2 tb rom 11.0 inch with wi-fi+5g (silver),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,13,219900,209259,4,0
apple 2024 ipad pro (m4) 1 tb rom 11.0 inch with wi-fi only (silver (nano-texture)),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,13,169900,161679,4,0
apple 2024 ipad pro (m4) 2 tb rom 11.0 inch with wi-fi only (space black),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,13,199900,190229,4,0
apple 2024 ipad pro (m4) 1 tb rom 11.0 inch with wi-fi only (space black (nano-texture)),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,13,169900,161679,4,0
apple 2024 ipad pro (m4) 1 tb rom 11.0 inch with wi-fi only (space black),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,13,159900,152159,4,0
apple 2024 ipad pro (m4) 512 gb rom 11.0 inch with wi-fi+5g (space black),apple,unknown,4,512,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,13,139900,133129,4,42600
apple 2024 ipad pro (m4) 256 gb rom 11.0 inch with wi-fi+5g (space black),apple,unknown,4,256,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,13,119900,114099,4,0
apple 2024 ipad pro (m4) 2 tb rom 11.0 inch with wi-fi only (silver),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,13,199900,190219,4,0
apple 2024 ipad pro (m4) 2 tb rom 13.0 inch with wi-fi+5g (space black),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.3,1,249900,237799,4,0
apple 2024 ipad pro (m4) 2 tb rom 13.0 inch with wi-fi+5g (silver),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.3,1,249900,237799,4,0
apple 2024 ipad pro (m4) 1 tb rom 11.0 inch with wi-fi+5g (space black),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,13,179900,171189,4,0
apple 2024 ipad pro (m4) 1 tb rom 11.0 inch with wi-fi only (silver),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,13,159900,152159,4,42600
apple 2024 ipad pro (m4) 2 tb rom 13.0 inch with wi-fi only (silver),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.3,1,229900,218769,4,0
apple 2024 ipad pro (m4) 1 tb rom 13.0 inch with wi-fi only (silver (nano-texture)),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.3,1,199900,190219,4,42600
apple 2024 ipad pro (m4) 256 gb rom 11.0 inch with wi-fi only (silver),apple,unknown,4,256,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,13,99900,99900,0,42600
apple 2024 ipad pro (m4) 2 tb rom 11.0 inch with wi-fi only (silver (nano-texture)),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,13,209900,199739,4,0
apple 2024 ipad pro (m4) 2 tb rom 11.0 inch with wi-fi only (space black (nano-texture)),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,13,209900,199739,4,0
apple 2024 ipad pro (m4) 2 tb rom 13.0 inch with wi-fi only (space black (nano-texture)),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.3,1,239900,228289,4,0
apple 2024 ipad pro (m4) 2 tb rom 13.0 inch with wi-fi only (space black),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.3,1,229900,218769,4,0
apple 2024 ipad pro (m4) 1 tb rom 13.0 inch with wi-fi+5g (silver (nano-texture)),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.3,1,219900,209259,4,0
apple 2024 ipad pro (m4) 2 tb rom 13.0 inch with wi-fi+5g (silver (nano-texture)),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.3,1,259900,247319,4,0
apple 2024 ipad pro (m4) 1 tb rom 13.0 inch with wi-fi only (space black),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.3,1,189900,180709,4,0
apple 2024 ipad pro (m4) 2 tb rom 13.0 inch with wi-fi only (silver (nano-texture)),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.3,1,239900,228289,4,0
apple 2025 ipad air (m3) 512 gb rom 13.0 inch with wi-fi+5g (space grey),apple,unknown,4,512,13.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.4,3,124900,118849,4,42600
apple 2022 ipad pro (4th gen) 512 gb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,512,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.7,71,124900,104519,16,0
apple 2024 ipad air (m2) 512 gb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,512,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,50,104900,99819,4,0
apple 2024 ipad air (m2) 128 gb rom 13.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.7,4,94900,90309,4,42600
apple 2025 ipad air (m3) 1 tb rom 13.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.4,3,144900,137889,4,0
apple 2024 ipad air (m2) 1 tb rom 13.0 inch with wi-fi+5g (starlight),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.7,4,144900,137889,4,0
motorola pad 60 neo 8 gb ram 128 gb rom 11 inch with wi-fi+5g tablet (pantone bronze green),motorola,pad 60 neo,8,128,11.0,wi-fi+sim,8.0,5.0,7040,android,1,4.5,622,28000,17999,35,0
redmi  pad pro 5g 8 gb ram 256 gb rom 12.1 inch with wi-fi+5g tablet (quick silver),redmi,pad pro 5g,8,256,12.1,wi-fi+sim,8.0,8.0,10000,android,1,4.4,425,29999,25999,13,20000
samsung galaxy tab s9 fe+ 12 gb ram 256 gb rom 12.4 inch with wi-fi+5g tablet (gray),samsung,galaxy tab s9 fe+,12,256,12.4,wi-fi+sim,8.0,12.0,10090,android,1,4.6,1047,79999,64999,18,0
samsung galaxy tab s9 fe 8 gb ram 256 gb rom 10.9 inch with wi-fi+5g tablet (gray),samsung,galaxy tab s9 fe,8,256,10.9,wi-fi+sim,8.0,12.0,10090,android,1,4.5,226,61999,44999,27,33650
samsung galaxy tab a9+ 4 gb ram 64 gb rom 11.0 inch with wi-fi only tablet (graphite),samsung,galaxy tab a9+,4,64,11.0,wi-fi only,8.0,5.0,5100,android,1,4.5,1464,22999,16999,26,12850
samsung galaxy tab a9+ 8 gb ram 128 gb rom 11.0 inch with wi-fi only tablet (gray),samsung,galaxy tab a9+,8,128,11.0,wi-fi only,8.0,5.0,5100,android,1,4.5,1464,32999,20999,36,0
infinix xpad lte 4 gb ram 128 gb rom 11.0 inch with 4g tablet (titan gold),infinix,xpad lte,4,128,11.0,wi-fi+sim,8.0,8.0,7000,android,1,4.4,271,19999,11999,40,9000
samsung galaxy tab s9 fe 6 gb ram 128 gb rom 10.9 inch with wi-fi+5g tablet (lavender),samsung,galaxy tab s9 fe,6,128,10.9,wi-fi+sim,8.0,12.0,10090,android,1,4.5,226,54999,35999,34,27500
redmi pad 2 6 gb ram 128 gb rom 11.0 inch with wi-fi+4g gaming tablet (sky blue),redmi,pad 2,6,128,11.0,wi-fi+sim,12.0,5.0,9000,android,1,4.3,157,19999,15999,20,12100
apple 2025 ipad (a16) 256 gb rom 11.0 inch with wi-fi only (blue),apple,unknown,4,256,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,573,44900,43138,3,33100
samsung galaxy tab s9 fe+ 8 gb ram 128 gb rom 12.4 inch with wi-fi+5g tablet (lavender),samsung,galaxy tab s9 fe+,8,128,12.4,wi-fi+sim,8.0,12.0,10090,android,1,4.6,1047,69999,54999,21,0
lenovo tab m11 lte with pen 8 gb ram 128 gb rom 11.0 inch with 4g tablet (seafoam green),lenovo,tab m11 lte with pen,8,128,11.0,wi-fi+sim,13.0,8.0,7040,android,1,4.3,68,35000,18999,45,0
samsung galaxy tab a9+ 8 gb ram 128 gb rom 11.0 inch with wi-fi only tablet (silver),samsung,galaxy tab a9+,8,128,11.0,wi-fi only,8.0,5.0,5100,android,1,4.5,1464,27999,17999,35,0
apple 2025 ipad (a16) 256 gb rom 11.0 inch with wi-fi only (silver),apple,unknown,4,256,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,573,44900,43138,3,33100
samsung galaxy tab s9 fe+ 12 gb ram 256 gb rom 12.4 inch with wi-fi+5g tablet (lavender),samsung,galaxy tab s9 fe+,12,256,12.4,wi-fi+sim,8.0,12.0,10090,android,1,4.6,1047,79999,64999,18,0
samsung galaxy tab a9+ 4 gb ram 64 gb rom 11.0 inch with wi-fi only tablet (silver),samsung,galaxy tab a9+,4,64,11.0,wi-fi only,8.0,5.0,5100,android,1,4.5,1464,22999,15950,30,12100
samsung galaxy tab a8 3 gb ram 32 gb rom 10.5 inch with 4g tablet (gray),samsung,galaxy tab a8,3,32,10.5,wi-fi+sim,8.0,5.0,7040,android,0,4.4,909,26399,10968,58,0
samsung galaxy tab a9+ 4 gb ram 64 gb rom 11.0 inch with wi-fi+5g tablet (silver),samsung,galaxy tab a9+,4,64,11.0,wi-fi+sim,8.0,5.0,7040,android,1,4.5,1464,27999,20699,26,0
