TITLE,BRAND,MODEL,RAM(GB),ROM(GB),DISPLAY_SIZE(inch),CONNECTIVITY_TYPE,REAR_CAMERA(MP),FRONT_CAMERA(MP),BATTERY(mAh),VERSION,WARRENTY,RATINGS,REVIEWS_COUNT,ORIGINAL_PRICE(INR),FINAL_PRICE(INR),DISCOUNT_PERCENT,EXCHANGE_DISCOUNT_PRICE(INR)
samsung galaxy tab s6 lite with stylus 4 gb ram 64 gb rom 10.4 inch with 4g tablet (chiffon pink),samsung,galaxy tab s6 lite with stylus,4,64,10.4,wi-fi+sim,8.0,5.0,7040,android,1,4.5,1185,35999,29999,16,0
apple 2022 ipad pro (4th gen) 256 gb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,256,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.7,71,104900,101729,3,0
apple ipad pro (2018) 512 gb rom 12.9 inch with wi-fi only (silver),apple,unknown,4,512,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.8,11,121900,121900,0,0
apple 2025 ipad air (m3) 1 tb rom 11.0 inch with wi-fi+5g (purple),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.5,14,124900,118849,4,0
iball slide d7061 512 mb ram 8 gb rom 7 inch with 3g tablet (charcoal blue),iball,unknown,4,8,7.0,wi-fi+sim,2.0,12.0,7100,unknown,1,3.7,61,4999,4999,0,0
apple 2024 ipad air (m2) 128 gb rom 11.0 inch with wi-fi+5g (blue),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,50,74900,74900,0,0
apple 2024 ipad air (m2) 1 tb rom 11.0 inch with wi-fi only (blue),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,50,109900,104579,4,42600
apple ipad pro 512 gb rom 12.9 inch with 4g (gold),apple,unknown,4,512,12.9,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,32,103800,103800,0,0
apple ipad pro 512 gb rom 12.9 inch with 4g (silver),apple,unknown,4,512,12.9,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,32,103800,103800,0,0
apple ipad pro 2021 (3rd generation) 8 gb ram 512 gb rom 11 inches with wi-fi+5g (space grey),apple,ipad pro 2021 (3rd generation),8,512,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.7,179,112900,112900,0,0
apple ipad pro 2021 (3rd generation) 8 gb ram 512 gb rom 11 inches with wi-fi only (space grey),apple,ipad pro 2021 (3rd generation),8,512,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,179,98900,98900,0,0
apple ipad pro 2021 (3rd generation) 8 gb ram 256 gb rom 11 inches with wi-fi+5g (space grey),apple,ipad pro 2021 (3rd generation),8,256,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.7,179,94900,94900,0,0
apple ipad pro 256 gb rom 12.9 inch with 4g (silver),apple,unknown,4,256,12.9,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,32,86800,86800,0,0
apple ipad pro 64 gb rom 12.9 inch with 4g (silver),apple,unknown,4,64,12.9,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,32,74100,74100,0,0
samsung galaxy tab s11 ultra 12 gb ram 256 gb rom 14.6 inch with wi-fi+5g gaming tablet (gray),samsung,galaxy tab s11 ultra,12,256,14.6,wi-fi+sim,13.0,12.0,11600,android,1,4.4,2,147999,124999,15,42600
apple 2025 ipad air (m3) 1 tb rom 11.0 inch with wi-fi only (purple),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.5,14,109900,104579,4,0
apple ipad pro 64 gb rom 12.9 inch with wi-fi only (gold),apple,unknown,4,64,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.7,32,63500,63500,0,0
apple 2025 ipad air (m3) 1 tb rom 11.0 inch with wi-fi only (blue),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.5,14,109900,104579,4,0
swipe slate 2 2 gb ram 16 gb rom 10.1 inch with 4g tablet (grey),swipe,slate 2,2,16,10.1,wi-fi+sim,8.0,5.0,5000,android,0,3.1,119,11999,11999,0,0
swipe new slate 2 3 gb ram 32 gb rom 10.1 inches with 4g tablet (grey),swipe,new slate 2,3,32,10.1,wi-fi+sim,8.0,5.0,5000,android,0,3.4,117,11999,10999,8,0
lenovo tab m10 fhd plus (2nd gen) with active pen 4 gb ram 128 gb rom 10.3 inches with wi-fi only tabl...,lenovo,tab m10 fhd plus (2nd gen) with active pen,4,128,10.3,wi-fi only,8.0,5.0,5000,android,1,4.0,20,33000,15999,51,0
samsung galaxy tab s10 fe 12 gb ram 256 gb rom 10.9 inch with wi-fi only gaming tablet (blue),samsung,galaxy tab s10 fe,12,256,10.9,wi-fi only,12.0,12.0,8000,android,1,4.8,3,60999,51990,14,0
apple ipad air (4th gen) 64 gb rom 10.9 inch with 4g (space grey),apple,unknown,4,64,10.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,640,66900,63759,4,0
apple 2025 ipad air (m3) 128 gb rom 13.0 inch with wi-fi+5g (blue),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.4,3,94900,90309,4,42600
apple 2024 ipad air (m2) 512 gb rom 11.0 inch with wi-fi+5g (blue),apple,unknown,4,512,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,50,104900,104900,0,0
apple ipad air (4th gen) 256 gb rom 10.9 inch with wi-fi only (space grey),apple,unknown,4,256,10.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,640,68900,65559,4,0
apple 2025 ipad air (m3) 512 gb rom 11.0 inch with wi-fi only (starlight),apple,unknown,4,512,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.5,14,89900,85549,4,0
apple ipad pro 2020 (4th generation) 6 gb ram 512 gb rom 12.9 inch with 4g (space grey),apple,ipad pro 2020 (4th generation),6,512,12.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,29,130900,122739,6,0
apple ipad air (4th gen) 64 gb rom 10.9 inch with wi-fi only (space grey),apple,unknown,4,64,10.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,640,54900,54900,0,0
apple ipad pro 2020 (4th generation) 6 gb ram 128 gb rom 12.9 inch with 4g (space grey),apple,ipad pro 2020 (4th generation),6,128,12.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,29,103900,96619,7,0
honor pad 8 6 gb ram 128 gb rom 12 inch with wi-fi only tablet (blue hour),honor,pad 8,6,128,12.0,wi-fi only,5.0,5.0,7250,android,1,4.4,99,31999,31999,0,0
acer one 10 6 gb ram 128 gb rom 10.1 inch with 4g tablet (space grey),acer,one 10,6,128,10.1,wi-fi+sim,13.0,5.0,7100,android,1,3.9,14,32999,22049,33,0
samsung galaxy tab s6 lite with stylus 4 gb ram 64 gb rom 10.4 inch with wi-fi only tablet (angora blu...,samsung,galaxy tab s6 lite with stylus,4,64,10.4,wi-fi only,8.0,5.0,7040,android,1,4.5,1185,30999,30000,3,0
apple ipad pro 2020 (4th generation) 6 gb ram 1 tb rom 12.9 inch with 4g (space grey),apple,ipad pro 2020 (4th generation),6,128,12.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,29,148900,148900,0,0
apple 2025 ipad air (m3) 256 gb rom 11.0 inch with wi-fi only (starlight),apple,unknown,4,256,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.5,14,69900,66519,4,0
apple 2024 ipad mini 128 gb rom 8.3 inch with wi-fi+5g (purple),apple,unknown,4,128,8.3,wi-fi+sim,12.0,12.0,7100,unknown,0,4.6,12,64900,61759,4,0
honor pad 8 4 gb ram 128 gb rom 12 inch with wi-fi only tablet (blue hour),honor,pad 8,4,128,12.0,wi-fi only,5.0,5.0,7250,android,1,4.4,99,29999,29999,0,0
apple ipad pro 2020 (4th generation) 6 gb ram 512 gb rom 12.9 inch with wi-fi only (space grey),apple,ipad pro 2020 (4th generation),6,512,12.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,29,116900,113069,3,0
samsung galaxy tab s6 lite with stylus 4 gb ram 64 gb rom 10.4 inch with wi-fi only tablet (chiffon pi...,samsung,galaxy tab s6 lite with stylus,4,64,10.4,wi-fi only,8.0,5.0,7040,android,1,4.5,1185,30999,30000,3,0
apple 2024 ipad air (m2) 256 gb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,256,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,50,84900,80789,4,42600
apple ipad pro 2020 (4th generation) 6 gb ram 1 tb rom 12.9 inch with wi-fi only (space grey),apple,ipad pro 2020 (4th generation),6,128,12.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,29,134900,134900,0,0
apple 2024 ipad mini 256 gb rom 8.3 inch with wi-fi+5g (purple),apple,unknown,4,256,8.3,wi-fi+sim,12.0,12.0,7100,unknown,0,4.6,12,74900,74900,0,0
samsung galaxy tab s7 (lte) 6 gb ram 128 gb rom 11 inch with 4g tablet (mystic black),samsung,galaxy tab s7 (lte),6,128,11.0,wi-fi+sim,13.0,8.0,8000,android,1,4.7,18,69999,69999,0,0
apple ipad pro 2021 (3rd generation) 8 gb ram 128 gb rom 11 inches with wi-fi+5g (space grey),apple,ipad pro 2021 (3rd generation),8,128,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.7,179,85900,81739,4,0
apple 2024 ipad air (m2) 128 gb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,50,74900,71279,4,0
apple ipad pro 2021 (3rd generation) 8 gb ram 256 gb rom 11 inches with wi-fi only (space grey),apple,ipad pro 2021 (3rd generation),8,256,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,179,80900,76979,4,0
apple ipad pro 2021 (3rd generation) 8 gb ram 128 gb rom 11 inches with wi-fi only (space grey),apple,ipad pro 2021 (3rd generation),8,128,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,179,71900,68419,4,0
apple ipad pro 2020 (4th generation) 6 gb ram 128 gb rom 12.9 inch with wi-fi only (space grey),apple,ipad pro 2020 (4th generation),6,128,12.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,29,89900,89900,0,0
samsung galaxy tab s9 ultra 12 gb ram 256 gb rom 14.6 inch with wi-fi+5g tablet (graphite),samsung,galaxy tab s9 ultra,12,256,14.6,wi-fi+sim,13.0,12.0,10090,android,0,4.7,18,137999,137999,0,0
samsung galaxy tab s9 ultra 12 gb ram 512 gb rom 14.6 inch with wi-fi only tablet (graphite),samsung,galaxy tab s9 ultra,12,512,14.6,wi-fi only,13.0,12.0,10090,android,0,4.7,18,133999,133999,0,0
apple ipad pro 512 gb rom 10.5 inch with wi-fi+4g (space grey),apple,unknown,4,512,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,91100,91100,0,0
apple 2025 ipad air (m3) 512 gb rom 13.0 inch with wi-fi only (starlight),apple,unknown,4,512,13.0,wi-fi only,12.0,12.0,7100,ipados,1,4.4,3,109900,104579,4,0
apple 2025 ipad air (m3) 256 gb rom 13.0 inch with wi-fi only (starlight),apple,unknown,4,256,13.0,wi-fi only,12.0,12.0,7100,ipados,1,4.4,3,89900,85549,4,0
apple 2025 ipad air (m3) 512 gb rom 13.0 inch with wi-fi+5g (purple),apple,unknown,4,512,13.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.4,3,124900,118849,4,0
apple ipad pro 64 gb rom 10.5 inch with wi-fi+4g (space grey),apple,unknown,4,64,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,61400,61400,0,0
apple ipad pro 64 gb rom 10.5 inch with wi-fi only (space grey),apple,unknown,4,64,10.5,wi-fi only,12.0,7.0,7100,ios,1,4.7,386,57900,57900,0,0
apple ipad pro 2020 (4th generation) 6 gb ram 256 gb rom 12.9 inch with 4g (space grey),apple,ipad pro 2020 (4th generation),6,256,12.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,29,112900,105329,6,0
apple ipad (8th gen) 32 gb rom 10.2 inch with wi-fi only (space grey),apple,unknown,4,32,10.2,wi-fi only,8.0,1.2,7100,ipados,1,4.7,761,29900,28449,4,0
apple 2025 ipad air (m3) 512 gb rom 11.0 inch with wi-fi only (purple),apple,unknown,4,512,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.5,14,89900,85549,4,0
apple 2025 ipad air (m3) 512 gb rom 11.0 inch with wi-fi+5g (purple),apple,unknown,4,512,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.5,14,104900,99819,4,0
apple ipad air (5th gen) 64 gb rom 10.9 inch with wi-fi only (purple),apple,unknown,4,64,10.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,246,54900,50889,7,0
samsung galaxy tab s7 (lte) 6 gb ram 128 gb rom 11 inch with 4g tablet (mystic navy),samsung,galaxy tab s7 (lte),6,128,11.0,wi-fi+sim,13.0,8.0,8000,android,1,4.7,18,69999,55999,20,0
apple 2025 ipad air (m3) 256 gb rom 11.0 inch with wi-fi+5g (purple),apple,unknown,4,256,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.5,14,84900,80789,4,42600
samsung galaxy tab s9+ 12 gb ram 256 gb rom 12.4 inch with wi-fi+5g tablet (beige),samsung,galaxy tab s9+,12,256,12.4,wi-fi+sim,13.0,12.0,10090,android,0,4.7,108,117599,117599,0,0
apple 2024 ipad air (m2) 256 gb rom 13.0 inch with wi-fi+5g (blue),apple,unknown,4,256,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.7,4,104900,99819,4,0
lenovo tab v7 4 gb ram 64 gb rom 6.93 inch with 4g tablet (onyx black),lenovo,tab v7,4,64,6.93,wi-fi+sim,13.0,5.0,5180,android,0,4.2,317,21000,12629,39,0
apple 2025 ipad air (m3) 256 gb rom 11.0 inch with wi-fi+5g (blue),apple,unknown,4,256,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.5,14,84900,80789,4,0
swipe razor volte 1 gb ram 8 gb rom 7 inch with 4g tablet (grey),swipe,razor volte,1,8,7.0,wi-fi+sim,5.0,2.0,3000,android,1,3.6,391,6000,6000,0,0
apple 2025 ipad air (m3) 128 gb rom 13.0 inch with wi-fi only (starlight),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ipados,1,4.4,3,79900,76029,4,42600
apple 2024 ipad air (m2) 256 gb rom 13.0 inch with wi-fi only (space grey),apple,unknown,4,256,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,89900,89900,0,0
apple 2024 ipad air (m2) 128 gb rom 13.0 inch with wi-fi only (space grey),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,79900,79900,0,0
"lenovo ideapad duet chromebook 4 gb ram 128 gb rom 10.1 inch with wi-fi only tablet (ice blue, iron gr...",lenovo,ideapad duet chromebook,4,128,10.1,wi-fi only,8.0,2.0,7000,chrome,1,4.2,161,36000,23859,33,0
lenovo lenovo tab m11 with pen 4 gb ram 128 gb rom 11 inch with 4g gaming tablet (green),lenovo,lenovo tab m11 with pen,4,128,11.0,wi-fi+sim,8.0,12.0,7100,unknown,0,2.8,1,29000,15399,46,0
apple ipad pro 512 gb rom 10.5 inch with wi-fi only (space grey),apple,unknown,4,512,10.5,wi-fi only,12.0,7.0,7100,ios,1,4.7,386,80500,80500,0,0
samsung galaxy tab s9 ultra 12 gb ram 512 gb rom 14.6 inch with wi-fi+5g tablet (graphite),samsung,galaxy tab s9 ultra,12,512,14.6,wi-fi+sim,13.0,12.0,10090,android,0,4.7,18,149999,140000,6,0
apple ipad pro 256 gb rom 10.5 inch with wi-fi+4g (space grey),apple,unknown,4,256,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,74100,74100,0,0
apple 2024 ipad air (m2) 256 gb rom 13.0 inch with wi-fi+5g (space grey),apple,unknown,4,256,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.7,4,104900,99819,4,0
apple ipad pro 2020 (4th generation) 6 gb ram 256 gb rom 12.9 inch with wi-fi only (space grey),apple,ipad pro 2020 (4th generation),6,256,12.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,29,98900,98900,0,0
apple 2025 ipad air (m3) 256 gb rom 13.0 inch with wi-fi+5g (purple),apple,unknown,4,256,13.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.4,3,104900,99819,4,0
apple ipad pro (2018) 512 gb rom 11 inch with 4g (space grey),apple,unknown,4,512,11.0,wi-fi+sim,12.0,7.0,7100,ios,1,4.8,43,117900,117900,0,0
apple ipad pro (2018) 512 gb rom 11 inch with wi-fi only (space grey),apple,unknown,4,512,11.0,wi-fi only,12.0,7.0,7100,ios,1,4.8,43,103900,103900,0,0
apple ipad pro (2018) 256 gb rom 11 inch with 4g (space grey),apple,unknown,4,256,11.0,wi-fi+sim,12.0,7.0,7100,ios,1,4.8,43,99900,99900,0,0
tcl tab 10s 3 gb ram 32 gb rom 10.1 inches with wi-fi only tablet (grey),tcl,tab 10s,3,32,10.1,wi-fi only,8.0,5.0,8000,android,1,4.0,66,27999,27999,0,0
iball slide nimble 4gf 3 gb ram 16 gb rom 8 inch with 4g tablet (rose gold),iball,slide nimble 4gf,3,16,8.0,wi-fi+sim,5.0,2.0,4300,android,1,4.0,171,10999,10999,0,0
apple ipad pro (2018) 64 gb rom 11 inch with wi-fi only (space grey),apple,unknown,4,64,11.0,wi-fi only,12.0,7.0,7100,ios,1,4.8,43,71900,71900,0,0
apple ipad pro (2018) 256 gb rom 11 inch with wi-fi only (space grey),apple,unknown,4,256,11.0,wi-fi only,12.0,7.0,7100,ios,1,4.8,43,85900,85900,0,0
apple ipad pro 2021 (5th generation) 8 gb ram 128 gb rom 12.9 inches with wi-fi+5g (space grey),apple,ipad pro 2021 (5th generation),8,128,12.9,wi-fi+sim,12.0,12.0,7100,ipados,1,4.6,16,113900,113900,0,0
apple ipad pro 512 gb rom 12.9 inch with wi-fi+4g (space grey),apple,unknown,4,512,12.9,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,32,103800,103800,0,0
micromax fantabulet f666 1 gb ram 8 gb rom 6.98 inch with 3g tablet (blue),micromax,fantabulet f666,1,8,6.98,wi-fi+sim,8.0,2.0,3000,android,0,3.7,254,8499,8499,0,0
iball twinkle i5 1 gb ram 8 gb rom 7 inch with 3g tablet (dark grey),iball,twinkle i5,1,8,7.0,wi-fi+sim,2.0,2.0,2500,android,1,3.7,87,6099,6099,0,0
apple ipad pro 256 gb rom 12.9 inch with wi-fi+4g (space grey),apple,unknown,4,256,12.9,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,32,86800,86800,0,0
apple ipad pro 256 gb rom 12.9 inch with wi-fi only (space grey),apple,unknown,4,256,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.7,32,76200,76200,0,0
apple 2025 ipad air (m3) 128 gb rom 13.0 inch with wi-fi only (blue),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ipados,1,4.4,3,79900,76029,4,0
apple ipad pro 64 gb rom 12.9 inch with wi-fi+4g (space grey),apple,unknown,4,64,12.9,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,32,74100,74100,0,0
apple 2022 ipad pro (6th gen) 256 gb rom 12.9 inch with wi-fi only (space grey),apple,unknown,4,256,12.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,7,119900,95159,20,0
